state,description,priority,creation_timestamp_ms,update_timestamp_ms,start_timestamp_ms,task_type,destination_uris,attempt,batch_eecu_usage_seconds,id,name
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_registration-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,300.6944885,5GTNBW26JTSHG5TS4TJ7BK4O,projects/earthengine-legacy/operations/5GTNBW26JTSHG5TS4TJ7BK4O
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_masks-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,452.3128967,WAN7GUMRNX7WE6KLEKLRQD5P,projects/earthengine-legacy/operations/WAN7GUMRNX7WE6KLEKLRQD5P
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_masks-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,480.5960388,UTMKLVANK2LX5SHO6IVPIRXE,projects/earthengine-legacy/operations/UTMKLVANK2LX5SHO6IVPIRXE
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_masks-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,452.6115112,ZFM7PIEW2JVRFMU4MMPBG54F,projects/earthengine-legacy/operations/ZFM7PIEW2JVRFMU4MMPBG54F
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_masks-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,274.0278931,MF42K5OGRFPSSPD5NPFLOOWZ,projects/earthengine-legacy/operations/MF42K5OGRFPSSPD5NPFLOOWZ
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-20m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,112.0857697,3JIIGXIGPVNWP7IZ3SOBCZOU,projects/earthengine-legacy/operations/3JIIGXIGPVNWP7IZ3SOBCZOU
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-20m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,174.8096771,JQHACJFFQT4OF2SKGQ2ZQKRF,projects/earthengine-legacy/operations/JQHACJFFQT4OF2SKGQ2ZQKRF
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-20m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,96.58336639,N5NMCVWJZV3BNXWI7N6UA4W4,projects/earthengine-legacy/operations/N5NMCVWJZV3BNXWI7N6UA4W4
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_bands-20m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,136.7729645,EWP62VZCOTPINJJ2SVQ5GXXG,projects/earthengine-legacy/operations/EWP62VZCOTPINJJ2SVQ5GXXG
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_cloudprobability-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,302.4350281,CUOUZCHIS6QTKUZH7IR5DQJE,projects/earthengine-legacy/operations/CUOUZCHIS6QTKUZH7IR5DQJE
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_cloudprobability-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,231.5706177,CELEPDREVQ6GQUC4JQNT3XD2,projects/earthengine-legacy/operations/CELEPDREVQ6GQUC4JQNT3XD2
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_cloudprobability-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,354.3729553,DSSAHBHJWXG5BDQTTN2WZS3N,projects/earthengine-legacy/operations/DSSAHBHJWXG5BDQTTN2WZS3N
COMPLETED,ch.swisstopo.swisseo_s2-sr_v100_mosaic_2024-03-14T102811_cloudprobability-10m,100,1.71063E+12,1.71063E+12,1.71063E+12,EXPORT_IMAGE,['https://drive.google.com/'],1,193.8979645,HEO4GG2N3UGGUMOUJ3YZWAHP,projects/earthengine-legacy/operations/HEO4GG2N3UGGUMOUJ3YZWAHP
